latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38,-18000,America/New_York,GMT-5
,,,,,
time,temperature_2m (%C),weather_code (wmo code),precipitation (mm),wind_speed_100m (km/h),
2024-10-24T05:00,11.3,1,0,20,
2024-10-24T06:00,12.6,1,0,22.2,
2024-10-24T07:00,13.5,1,0,23.3,
2024-10-24T08:00,13.9,0,0,23.8,
2024-10-24T09:00,13.8,0,0,25.4,
2024-10-24T10:00,12.9,0,0,28.7,
2024-10-24T11:00,11.6,2,0,31.6,
2024-10-24T12:00,10.7,3,0,32.6,
2024-10-24T13:00,10.1,3,0,32.1,
2024-10-24T14:00,9.7,3,0,31.5,
2024-10-24T15:00,9.6,3,0,31.2,
2024-10-24T16:00,9.9,3,0,30.1,
2024-10-24T17:00,10.1,1,0,28.1,
2024-10-24T18:00,9.7,0,0,25.7,
2024-10-24T19:00,9.6,0,0,24.4,
2024-10-24T20:00,8.8,0,0,23.9,
2024-10-24T21:00,8.6,0,0,22.5,
2024-10-24T22:00,8.3,0,0,22.1,
2024-10-24T23:00,8.2,0,0,22,
2024-10-25T00:00,8,0,0,21.9,
2024-10-25T01:00,7.8,0,0,20.5,
2024-10-25T02:00,8.9,0,0,19.4,
2024-10-25T03:00,10.6,0,0,19.7,
2024-10-25T04:00,12.3,0,0,12.5,
2024-10-25T05:00,14,0,0,10.6,
2024-10-25T06:00,15.2,0,0,9.8,
2024-10-25T07:00,16.1,0,0,12.2,
2024-10-25T08:00,16.4,0,0,13.5,
2024-10-25T09:00,16.4,0,0,14.5,
2024-10-25T10:00,15.4,0,0,17.5,
2024-10-25T11:00,13.1,0,0,20.2,
2024-10-25T12:00,12.2,1,0,21.2,
2024-10-25T13:00,11.6,0,0,20.6,
2024-10-25T14:00,11,0,0,19.8,
2024-10-25T15:00,10.5,0,0,18.8,
2024-10-25T16:00,9.8,0,0,17,
2024-10-25T17:00,9.2,0,0,14.8,
2024-10-25T18:00,8.8,0,0,14.3,
2024-10-25T19:00,8.2,0,0,13.1,
2024-10-25T20:00,7.5,0,0,9.4,
2024-10-25T21:00,7.1,0,0,6.3,
2024-10-25T22:00,6.6,3,0,5.5,
2024-10-25T23:00,6.8,3,0,3.2,
2024-10-26T00:00,6.3,3,0,2.9,
2024-10-26T01:00,6.6,3,0,4.7,
2024-10-26T02:00,7.7,3,0,6.8,
2024-10-26T03:00,8.8,3,0,7.4,
2024-10-26T04:00,10.3,3,0,3.9,
2024-10-26T05:00,11.7,3,0,3.2,
2024-10-26T06:00,14.5,3,0,5.7,
2024-10-26T07:00,15.7,1,0,7.4,
2024-10-26T08:00,16.7,0,0,8.7,
2024-10-26T09:00,16.7,0,0,11.6,
2024-10-26T10:00,15.6,1,0,15.9,
2024-10-26T11:00,13.7,1,0,20.8,
2024-10-26T12:00,12.9,0,0,23,
2024-10-26T13:00,12.1,1,0,22.1,
2024-10-26T14:00,11.7,0,0,23.9,
2024-10-26T15:00,11.4,1,0,24.5,
2024-10-26T16:00,11,0,0,24.8,
2024-10-26T17:00,10.7,0,0,25.4,
2024-10-26T18:00,10.4,0,0,26,
2024-10-26T19:00,10.1,0,0,26.3,
2024-10-26T20:00,9.6,2,0,25.8,
2024-10-26T21:00,9.3,3,0,25.8,
2024-10-26T22:00,9.1,0,0,24.1,
2024-10-26T23:00,8.8,1,0,23.6,
2024-10-27T00:00,8.7,0,0,25,
2024-10-27T01:00,8.6,2,0,24.3,
2024-10-27T02:00,9.3,1,0,24.2,
2024-10-27T03:00,10.6,3,0,23.8,
2024-10-27T04:00,12.1,1,0,15.3,
2024-10-27T05:00,13.5,1,0,17.3,
2024-10-27T06:00,14.8,0,0,19.5,
2024-10-27T07:00,15.7,1,0,21.9,
2024-10-27T08:00,15.2,3,0,31.4,
2024-10-27T09:00,15.2,3,0,26.8,
2024-10-27T10:00,14.8,3,0,23.9,
2024-10-27T11:00,14.3,51,0.1,25.8,
2024-10-27T12:00,13.6,3,0,23.6,
2024-10-27T13:00,12.4,2,0,24.6,
2024-10-27T14:00,12,0,0,24.2,
2024-10-27T15:00,11.3,0,0,22.5,
2024-10-27T16:00,10.2,0,0,22.7,
2024-10-27T17:00,9.6,0,0,20.8,
2024-10-27T18:00,8.7,0,0,17.5,
2024-10-27T19:00,7.8,0,0,16.2,
2024-10-27T20:00,6.6,1,0,13.7,
2024-10-27T21:00,7.2,3,0,16.9,
2024-10-27T22:00,7,3,0,17.4,
2024-10-27T23:00,7.2,3,0,15.1,
2024-10-28T00:00,8.6,3,0,17.3,
2024-10-28T01:00,9,3,0,20.2,
2024-10-28T02:00,10.6,3,0,18.2,
2024-10-28T03:00,11.8,3,0,19.2,
2024-10-28T04:00,13.5,3,0,19,
2024-10-28T05:00,15,3,0,20.2,
2024-10-28T06:00,15.9,3,0,23.5,
2024-10-28T07:00,15.7,2,0,20.6,
2024-10-28T08:00,14.6,3,0,14.4,
2024-10-28T09:00,14.7,51,0.1,12.8,
2024-10-28T10:00,14.4,51,0.1,13.7,
2024-10-28T11:00,13.8,51,0.1,16,
2024-10-28T12:00,13.5,3,0,18.6,
2024-10-28T13:00,13.6,3,0,22.5,
2024-10-28T14:00,14,3,0,25.1,
2024-10-28T15:00,13.7,3,0,24.9,
2024-10-28T16:00,13.6,51,0.2,26.7,
2024-10-28T17:00,13.3,51,0.1,26.3,
2024-10-28T18:00,12.9,3,0,25,
2024-10-28T19:00,12.6,51,0.1,25.6,
2024-10-28T20:00,12.5,51,0.1,24.6,
2024-10-28T21:00,12.6,3,0,23.7,
2024-10-28T22:00,12.5,51,0.2,22.6,
2024-10-28T23:00,12.3,3,0,19.4,
2024-10-29T00:00,12,3,0,20.7,
2024-10-29T01:00,12.1,3,0,21,
2024-10-29T02:00,12.4,3,0,22.5,
2024-10-29T03:00,13,3,0,22.2,
2024-10-29T04:00,13.3,3,0,20.7,
2024-10-29T05:00,13.6,3,0,19.9,
2024-10-29T06:00,13.9,3,0,19.3,
2024-10-29T07:00,14.4,3,0,22.9,
2024-10-29T08:00,14.5,3,0,18.3,
2024-10-29T09:00,14.5,3,0,16.8,
2024-10-29T10:00,14.3,3,0,17,
2024-10-29T11:00,13.4,3,0,18.3,
2024-10-29T12:00,13.3,3,0,18.3,
2024-10-29T13:00,13.3,3,0,18.1,
2024-10-29T14:00,13.4,3,0,18.9,
2024-10-29T15:00,13.4,3,0,21.1,
2024-10-29T16:00,12.5,3,0,20.5,
2024-10-29T17:00,12.3,3,0,20.5,
2024-10-29T18:00,12.4,3,0,21.3,
2024-10-29T19:00,12.7,3,0,21.7,
2024-10-29T20:00,12.2,2,0,21.4,
2024-10-29T21:00,11.9,3,0,21,
2024-10-29T22:00,12.3,3,0,23.1,
2024-10-29T23:00,12.4,3,0,24.9,
2024-10-30T00:00,12.1,3,0,25.5,
2024-10-30T01:00,12.2,3,0,24.5,
2024-10-30T02:00,12.6,3,0,21.9,
2024-10-30T03:00,12.8,3,0,19.3,
2024-10-30T04:00,13.5,3,0,20.7,
2024-10-30T05:00,14.3,3,0,23.4,
2024-10-30T06:00,14.6,3,0,25.2,
2024-10-30T07:00,14.5,3,0,24.8,
2024-10-30T08:00,14.9,3,0,22.8,
2024-10-30T09:00,14.7,3,0,21.3,
2024-10-30T10:00,14.3,3,0,21.5,
2024-10-30T11:00,13.2,3,0,22.6,
2024-10-30T12:00,13,3,0,22,
2024-10-30T13:00,12.8,3,0,20.8,
2024-10-30T14:00,13.1,3,0,24.3,
2024-10-30T15:00,12.1,3,0,23.4,
2024-10-30T16:00,11.1,3,0,23.8,
2024-10-30T17:00,11.3,3,0,23.6,
2024-10-30T18:00,10.9,3,0,25.9,
2024-10-30T19:00,10.9,3,0,22.3,
2024-10-30T20:00,11.2,3,0,22.8,
2024-10-30T21:00,10.1,3,0,21.9,
2024-10-30T22:00,9.1,3,0,20.4,
2024-10-30T23:00,9.1,3,0,19.5,
2024-10-31T00:00,10.2,3,0,19.6,
2024-10-31T01:00,10.7,3,0,22.3,
2024-10-31T02:00,11,3,0,22.6,
2024-10-31T03:00,11.7,3,0,21.5,
2024-10-31T04:00,12.3,3,0,20.3,
2024-10-31T05:00,13,3,0,21.1,
2024-10-31T06:00,13.7,3,0,23.5,
2024-10-31T07:00,14.4,3,0,30.2,
2024-10-31T08:00,13.1,3,0,30,
2024-10-31T09:00,13.2,3,0,29.8,
2024-10-31T10:00,13,3,0,28.2,
2024-10-31T11:00,12.6,3,0,27.7,
2024-10-31T12:00,12.1,2,0,31,
2024-10-31T13:00,12.2,3,0,29.5,
2024-10-31T14:00,12,3,0,30.2,
2024-10-31T15:00,11.5,3,0,30.6,
2024-10-31T16:00,11.1,3,0,31.3,
2024-10-31T17:00,10.9,1,0,33.1,
2024-10-31T18:00,10.5,0,0,33.5,
2024-10-31T19:00,10.2,0,0,33.1,
2024-10-31T20:00,9.6,0,0,33.5,
2024-10-31T21:00,9.3,0,0,33.4,
2024-10-31T22:00,9.2,1,0,33.2,
2024-10-31T23:00,9.2,3,0,32.6,
